galleryFee,artistFee,sellerFee,sale,timestamp,galleryPerc,artistPerc,sellerPerc
0.0054,0.018,0.162,0.18539999999999998,1600147805,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1600170238,2.91,9.71,87.38
0.00465,0.0155,0.1395,0.15965000000000001,1600200260,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1600222140,2.91,9.71,87.38
0.04368933,0.1456311,1.3106799,1.5000003300000002,1600271506,2.91,9.71,87.38
0.0399,0.133,1.197,1.3699000000000001,1600381214,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1600461726,2.91,9.71,87.38
0.081,0.27,2.43,2.781,1600462794,2.91,9.71,87.38
0.011649,0.03883,0.34947,0.399949,1600468276,2.91,9.71,87.38
0.012,0.04,0.36,0.412,1600468331,2.91,9.71,87.38
0.54,1.8,16.2,18.54,1600471419,2.91,9.71,87.38
0.023154,0.07718,0.69462,0.794954,1600508085,2.91,9.71,87.38
0.105,0.35,3.15,3.605,1600549270,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1600678965,2.91,9.71,87.38
0.27,0.9,8.1,9.27,1600710835,2.91,9.71,87.38
0.36,1.2,10.8,12.36,1600711407,2.91,9.71,87.38
0.18,0.6,5.4,6.18,1600714648,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1600720298,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1600744203,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1600750200,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1600790930,2.91,9.71,87.38
0.24,0.8,7.2,8.24,1600796544,2.91,9.71,87.38
0.6,2.0,18.0,20.6,1600802144,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1600817287,2.91,9.71,87.38
0.01310679611650485,0.0436893203883495,0.3932038834951455,0.44999999999999984,1600822488,2.91,9.71,87.38
0.66,2.2,19.8,22.66,1600822624,2.91,9.71,87.38
0.018,0.06,0.54,0.6180000000000001,1600823018,2.91,9.71,87.38
0.00546,0.0182,0.1638,0.18746,1600828591,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1600829944,2.91,9.71,87.38
0.01293204,0.0431068,0.3879612,0.44400004,1600829944,2.91,9.71,87.38
0.00525,0.0175,0.1575,0.18025000000000002,1600830152,2.91,9.71,87.38
0.01425,0.0475,0.4275,0.48924999999999996,1600837346,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1600857495,2.91,9.71,87.38
0.024,0.08,0.72,0.824,1600857903,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1600858009,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1600871134,2.91,9.71,87.38
0.0465,0.155,1.395,1.5965,1600881151,2.91,9.71,87.38
0.009699,0.03233,0.29097,0.33299900000000004,1600890167,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1600890657,2.91,9.71,87.38
0.058251,0.19417,1.74753,1.999951,1600911442,2.91,9.71,87.38
0.0225,0.075,0.675,0.7725,1600945107,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1600945787,2.91,9.71,87.38
0.0495,0.165,1.485,1.6995000000000002,1600955274,2.91,9.71,87.38
0.018,0.06,0.54,0.6180000000000001,1600958383,2.91,9.71,87.38
0.203883,0.67961,6.11649,6.999983,1600958534,2.91,9.71,87.38
0.058251,0.19417,1.74753,1.999951,1600963734,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1600975590,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1600980685,2.91,9.71,87.38
0.025776,0.08592,0.77328,0.884976,1600985462,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1600987943,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1600991747,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1600994060,2.91,9.71,87.38
0.058245,0.19415,1.74735,1.999745,1601034557,2.91,9.71,87.38
0.12,0.4,3.6,4.12,1601035124,2.91,9.71,87.38
0.032331,0.10777,0.96993,1.1100309999999998,1601035222,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601038205,2.91,9.71,87.38
0.294,0.98,8.82,10.094000000000001,1601044025,2.91,9.71,87.38
0.0105,0.035,0.315,0.36050000000000004,1601063231,2.91,9.71,87.38
0.0537,0.179,1.611,1.8437000000000001,1601097040,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1601098992,2.91,9.71,87.38
0.00453,0.0151,0.1359,0.15553,1601140146,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1601140895,2.91,9.71,87.38
0.018,0.06,0.54,0.6180000000000001,1601152078,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1601152888,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1601161888,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1601161912,2.91,9.71,87.38
0.0303,0.101,0.909,1.0403,1601162028,2.91,9.71,87.38
0.033,0.11,0.99,1.133,1601162066,2.91,9.71,87.38
0.0375,0.125,1.125,1.2875,1601162083,2.91,9.71,87.38
0.021,0.07,0.63,0.7210000000000001,1601172498,2.91,9.71,87.38
0.01425,0.0475,0.4275,0.48924999999999996,1601176516,2.91,9.71,87.38
0.12,0.4,3.6,4.12,1601179422,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601184457,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1601224660,2.91,9.71,87.38
0.0075,0.025,0.225,0.2575,1601235905,2.91,9.71,87.38
0.15,0.5,4.5,5.15,1601236772,2.91,9.71,87.38
0.0054,0.018,0.162,0.18539999999999998,1601238841,2.91,9.71,87.38
0.012,0.04,0.36,0.412,1601264791,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1601273735,2.91,9.71,87.38
0.0165,0.055,0.495,0.5665,1601310760,2.91,9.71,87.38
0.01602,0.0534,0.4806,0.55002,1601312661,2.91,9.71,87.38
0.0099,0.033,0.297,0.3399,1601316814,2.91,9.71,87.38
0.0043689320388,0.014563106796,0.131067961164,0.1499999999988,1601320568,2.91,9.71,87.38
0.12,0.4,3.6,4.12,1601345216,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1601347632,2.91,9.71,87.38
0.087378,0.29126,2.62134,2.999978,1601347770,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601351835,2.91,9.71,87.38
0.054,0.18,1.62,1.854,1601356487,2.91,9.71,87.38
0.0063,0.021,0.189,0.2163,1601361835,2.91,9.71,87.38
0.009075,0.03025,0.27225,0.311575,1601362114,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601362319,2.91,9.71,87.38
0.0105,0.035,0.315,0.36050000000000004,1601362319,2.91,9.71,87.38
0.0113592233007,0.037864077669,0.340776699021,0.3899999999907,1601362319,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601363032,2.91,9.71,87.38
0.066,0.22,1.98,2.266,1601374078,2.91,9.71,87.38
0.029127,0.09709,0.87381,1.000027,1601377285,2.91,9.71,87.38
0.0057,0.019,0.171,0.1957,1601382734,2.91,9.71,87.38
0.036,0.12,1.08,1.2360000000000002,1601397419,2.91,9.71,87.38
0.0135,0.045,0.405,0.4635,1601397419,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1601398476,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1601403360,2.91,9.71,87.38
0.058251,0.19417,1.74753,1.999951,1601406510,2.91,9.71,87.38
0.27,0.9,8.1,9.27,1601406582,2.91,9.71,87.38
0.3,1.0,9.0,10.3,1601406672,2.91,9.71,87.38
0.33,1.1,9.9,11.33,1601406672,2.91,9.71,87.38
0.00975,0.0325,0.2925,0.33475,1601409069,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601410375,2.91,9.71,87.38
0.039,0.13,1.17,1.339,1601416691,2.91,9.71,87.38
0.096,0.32,2.88,3.296,1601425442,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1601463347,2.91,9.71,87.38
0.01002,0.0334,0.3006,0.34401999999999994,1601503250,2.91,9.71,87.38
0.0345,0.115,1.035,1.1844999999999999,1601513233,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601526155,2.91,9.71,87.38
0.00525,0.0175,0.1575,0.18025000000000002,1601541509,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601541804,2.91,9.71,87.38
0.0135,0.045,0.405,0.4635,1601541831,2.91,9.71,87.38
0.010923,0.03641,0.32769,0.375023,1601558537,2.91,9.71,87.38
0.0054,0.018,0.162,0.18539999999999998,1601580494,2.91,9.71,87.38
0.0054,0.018,0.162,0.18539999999999998,1601580896,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1601594493,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1601612385,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1601648540,2.91,9.71,87.38
0.0102,0.034,0.306,0.35019999999999996,1601658054,2.91,9.71,87.38
0.006,0.02,0.18,0.206,1601658141,2.91,9.71,87.38
0.006,0.02,0.18,0.206,1601658161,2.91,9.71,87.38
0.004125,0.01375,0.12375,0.141625,1601658161,2.91,9.71,87.38
0.0099,0.033,0.297,0.3399,1601659721,2.91,9.71,87.38
0.003,0.01,0.09,0.103,1601659721,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601660909,2.91,9.71,87.38
0.0105,0.035,0.315,0.36050000000000004,1601679250,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1601679250,2.91,9.71,87.38
0.0105,0.035,0.315,0.36050000000000004,1601682477,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1601682727,2.91,9.71,87.38
0.012,0.04,0.36,0.412,1601686001,2.91,9.71,87.38
0.0105,0.035,0.315,0.36050000000000004,1601686030,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601710019,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601710088,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601710088,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1601710130,2.91,9.71,87.38
0.003,0.01,0.09,0.103,1601714118,2.91,9.71,87.38
0.039,0.13,1.17,1.339,1601737993,2.91,9.71,87.38
0.0165,0.055,0.495,0.5665,1601762028,2.91,9.71,87.38
0.0105,0.035,0.315,0.36050000000000004,1601795156,2.91,9.71,87.38
0.008301,0.02767,0.24903,0.28500099999999995,1601795230,2.91,9.71,87.38
0.024,0.08,0.72,0.824,1601799001,2.91,9.71,87.38
0.00675,0.0225,0.2025,0.23175,1601814850,2.91,9.71,87.38
0.051,0.17,1.53,1.751,1601830456,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1601850406,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1601868142,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1601868142,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1601896495,2.91,9.71,87.38
0.0093,0.031,0.279,0.31930000000000003,1601927039,2.91,9.71,87.38
0.1125,0.375,3.375,3.8625,1601927874,2.91,9.71,87.38
0.006,0.02,0.18,0.206,1601933993,2.91,9.71,87.38
0.24,0.8,7.2,8.24,1601938327,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1601938519,2.91,9.71,87.38
0.006,0.02,0.18,0.206,1601939507,2.91,9.71,87.38
0.018,0.06,0.54,0.6180000000000001,1601954872,2.91,9.71,87.38
0.00435,0.0145,0.1305,0.14935,1601974152,2.91,9.71,87.38
0.00894,0.0298,0.2682,0.30694,1601975999,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1601985173,2.91,9.71,87.38
0.01035,0.0345,0.3105,0.35535000000000005,1601989233,2.91,9.71,87.38
0.0045,0.015,0.135,0.15450000000000003,1601997282,2.91,9.71,87.38
0.0048,0.016,0.144,0.1648,1602002080,2.91,9.71,87.38
0.0225,0.075,0.675,0.7725,1602002286,2.91,9.71,87.38
0.0054,0.018,0.162,0.18539999999999998,1602038600,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1602064708,2.91,9.71,87.38
0.007749,0.02583,0.23247,0.26604900000000004,1602070709,2.91,9.71,87.38
0.165,0.55,4.95,5.665,1602070853,2.91,9.71,87.38
0.008709,0.02903,0.26127,0.299009,1602072546,2.91,9.71,87.38
0.006729,0.02243,0.20187,0.231029,1602072546,2.91,9.71,87.38
0.0057,0.019,0.171,0.1957,1602087713,2.91,9.71,87.38
0.087378,0.29126,2.62134,2.999978,1602107549,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1602134878,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1602145015,2.91,9.71,87.38
0.058251,0.19417,1.74753,1.999951,1602147543,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1602175542,2.91,9.71,87.38
0.006,0.02,0.18,0.206,1602179151,2.91,9.71,87.38
0.00702,0.0234,0.2106,0.24102,1602179543,2.91,9.71,87.38
0.45,1.5,13.5,15.45,1602182207,2.91,9.71,87.38
0.054,0.18,1.62,1.854,1602184791,2.91,9.71,87.38
0.0303,0.101,0.909,1.0403,1602187487,2.91,9.71,87.38
0.036,0.12,1.08,1.2360000000000002,1602189025,2.91,9.71,87.38
0.02184466019417475,0.0728155339805825,0.6553398058252425,0.7499999999999998,1602212072,2.91,9.71,87.38
0.0498,0.166,1.494,1.7098,1602229620,2.91,9.71,87.38
0.036,0.12,1.08,1.2360000000000002,1602229740,2.91,9.71,87.38
0.00492,0.0164,0.1476,0.16892000000000001,1602245828,2.91,9.71,87.38
0.054,0.18,1.62,1.854,1602252353,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1602260528,2.91,9.71,87.38
0.0207,0.069,0.621,0.7107000000000001,1602263454,2.91,9.71,87.38
0.105,0.35,3.15,3.605,1602267194,2.91,9.71,87.38
0.105,0.35,3.15,3.605,1602267194,2.91,9.71,87.38
0.00492,0.0164,0.1476,0.16892000000000001,1602275372,2.91,9.71,87.38
0.081,0.27,2.43,2.781,1602276023,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1602277523,2.91,9.71,87.38
0.3,1.0,9.0,10.3,1602279975,2.91,9.71,87.38
0.0066,0.022,0.198,0.2266,1602280615,2.91,9.71,87.38
0.0066,0.022,0.198,0.2266,1602280628,2.91,9.71,87.38
0.008709,0.02903,0.26127,0.299009,1602280642,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1602280647,2.91,9.71,87.38
0.3,1.0,9.0,10.3,1602305965,2.91,9.71,87.38
0.0084,0.028,0.252,0.28840000000000005,1602313331,2.91,9.71,87.38
0.024999,0.08333,0.74997,0.858299,1602324329,2.91,9.71,87.38
0.21,0.7,6.3,7.21,1602326209,2.91,9.71,87.38
0.01302,0.0434,0.3906,0.44702,1602328598,2.91,9.71,87.38
0.02472,0.0824,0.7416,0.84872,1602341257,2.91,9.71,87.38
0.0351,0.117,1.053,1.2050999999999998,1602360931,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1602362621,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1602385152,2.91,9.71,87.38
0.036,0.12,1.08,1.2360000000000002,1602387205,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1602390630,2.91,9.71,87.38
0.007764,0.02588,0.23292,0.26656399999999997,1602396687,2.91,9.71,87.38
0.012933,0.04311,0.38799,0.444033,1602396687,2.91,9.71,87.38
0.012378,0.04126,0.37134,0.424978,1602400515,2.91,9.71,87.38
0.0087378640776699,0.029126213592233,0.262135922330097,0.29999999999999993,1602400968,2.91,9.71,87.38
0.01725,0.0575,0.5175,0.5922499999999999,1602409537,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1602409633,2.91,9.71,87.38
3e-08,1e-07,9e-07,1.0299999999999999e-06,1602420819,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1602422647,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1602441763,2.91,9.71,87.38
0.033,0.11,0.99,1.133,1602470257,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1602473420,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1602524555,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1602528778,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1602532067,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1602538809,2.91,9.71,87.38
0.225729,0.75243,6.77187,7.7500290000000005,1602591579,2.91,9.71,87.38
0.036,0.12,1.08,1.2360000000000002,1602591806,2.91,9.71,87.38
0.01165048543689321,0.0388349514563107,0.3495145631067963,0.40000000000000024,1602601510,2.91,9.71,87.38
0.168,0.56,5.04,5.768000000000001,1602611001,2.91,9.71,87.38
0.00705,0.0235,0.2115,0.24205,1602617223,2.91,9.71,87.38
0.0063,0.021,0.189,0.2163,1602623742,2.91,9.71,87.38
0.010455,0.03485,0.31365,0.35895499999999997,1602623895,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1602624188,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1602624559,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1602627596,2.91,9.71,87.38
0.027,0.09,0.81,0.927,1602632305,2.91,9.71,87.38
0.00702,0.0234,0.2106,0.24102,1602649716,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1602681327,2.91,9.71,87.38
0.12,0.4,3.6,4.12,1602699149,2.91,9.71,87.38
0.0855,0.285,2.565,2.9355,1602709469,2.91,9.71,87.38
0.27,0.9,8.1,9.27,1602723757,2.91,9.71,87.38
0.219,0.73,6.57,7.519,1602727506,2.91,9.71,87.38
0.3,1.0,9.0,10.3,1602730312,2.91,9.71,87.38
0.24,0.8,7.2,8.24,1602746410,2.91,9.71,87.38
0.018,0.06,0.54,0.6180000000000001,1602764010,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1602783164,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1602784044,2.91,9.71,87.38
0.00975,0.0325,0.2925,0.33475,1602804735,2.91,9.71,87.38
0.1455,0.485,4.365,4.995500000000001,1602894431,2.91,9.71,87.38
0.024,0.08,0.72,0.824,1602950883,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1602952885,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1602964113,2.91,9.71,87.38
0.021,0.07,0.63,0.7210000000000001,1602987174,2.91,9.71,87.38
0.0195,0.065,0.585,0.6695,1603010732,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1603011583,2.91,9.71,87.38
0.003,0.01,0.09,0.103,1603012517,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1603044768,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1603054198,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1603106051,2.91,9.71,87.38
0.012,0.04,0.36,0.412,1603120381,2.91,9.71,87.38
0.0405,0.135,1.215,1.3905,1603137012,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1603142709,2.91,9.71,87.38
0.02184466019417475,0.0728155339805825,0.6553398058252425,0.7499999999999998,1603182450,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1603198811,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1603199016,2.91,9.71,87.38
0.012,0.04,0.36,0.412,1603205648,2.91,9.71,87.38
0.0495,0.165,1.485,1.6995000000000002,1603220836,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1603231367,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1603272530,2.91,9.71,87.38
0.051,0.17,1.53,1.751,1603273890,2.91,9.71,87.38
0.027,0.09,0.81,0.927,1603274470,2.91,9.71,87.38
0.027,0.09,0.81,0.927,1603290335,2.91,9.71,87.38
0.21,0.7,6.3,7.21,1603291243,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1603313339,2.91,9.71,87.38
0.0198,0.066,0.594,0.6798,1603368506,2.91,9.71,87.38
0.036,0.12,1.08,1.2360000000000002,1603368506,2.91,9.71,87.38
0.026214,0.08738,0.78642,0.900014,1603374173,2.91,9.71,87.38
0.2655,0.885,7.965,9.115499999999999,1603375237,2.91,9.71,87.38
0.0045,0.015,0.135,0.15450000000000003,1603375407,2.91,9.71,87.38
0.018,0.06,0.54,0.6180000000000001,1603409893,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1603439472,2.91,9.71,87.38
0.18,0.6,5.4,6.18,1603460860,2.91,9.71,87.38
0.07766664,0.2588888,2.3299992,2.6665546399999998,1603465445,2.91,9.71,87.38
0.102,0.34,3.06,3.502,1603475296,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1603490052,2.91,9.71,87.38
0.0597,0.199,1.791,2.0497,1603494662,2.91,9.71,87.38
0.132,0.44,3.96,4.532,1603497525,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1603581863,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1603695001,2.91,9.71,87.38
0.738,2.46,22.14,25.338,1603695207,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1603712335,2.91,9.71,87.38
0.0675,0.225,2.025,2.3175,1603713463,2.91,9.71,87.38
0.018,0.06,0.54,0.6180000000000001,1603807804,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1603814925,2.91,9.71,87.38
0.018,0.06,0.54,0.6180000000000001,1603867356,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1603922681,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1603950286,2.91,9.71,87.38
0.0525,0.175,1.575,1.8025,1603979337,2.91,9.71,87.38
0.15,0.5,4.5,5.15,1604005255,2.91,9.71,87.38
0.0045,0.015,0.135,0.15450000000000003,1604034426,2.91,9.71,87.38
0.12,0.4,3.6,4.12,1604065962,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1604233808,2.91,9.71,87.38
0.12,0.4,3.6,4.12,1604271159,2.91,9.71,87.38
0.0116235,0.038745,0.348705,0.39907349999999997,1604275424,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1604275645,2.91,9.71,87.38
0.0075,0.025,0.225,0.2575,1604275885,2.91,9.71,87.38
0.0075,0.025,0.225,0.2575,1604275885,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1604453858,2.91,9.71,87.38
0.087,0.29,2.61,2.987,1604535859,2.91,9.71,87.38
0.045,0.15,1.35,1.545,1604595695,2.91,9.71,87.38
0.006,0.02,0.18,0.206,1604612834,2.91,9.71,87.38
0.0375,0.125,1.125,1.2875,1604646219,2.91,9.71,87.38
0.0375,0.125,1.125,1.2875,1604646304,2.91,9.71,87.38
0.1923,0.641,5.769,6.6023000000000005,1604675790,2.91,9.71,87.38
0.18,0.6,5.4,6.18,1604774230,2.91,9.71,87.38
0.00894,0.0298,0.2682,0.30694,1604784699,2.91,9.71,87.38
0.132,0.44,3.96,4.532,1604788833,2.91,9.71,87.38
0.020358,0.06786,0.61074,0.698958,1604798203,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1604806898,2.91,9.71,87.38
0.0555,0.185,1.665,1.9055000000000002,1604824093,2.91,9.71,87.38
0.063,0.21,1.89,2.163,1604858830,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1604905958,2.91,9.71,87.38
0.15,0.5,4.5,5.15,1604953696,2.91,9.71,87.38
0.0113592233007,0.037864077669,0.340776699021,0.3899999999907,1604960194,2.91,9.71,87.38
0.0168,0.056,0.504,0.5768000000000001,1604961302,2.91,9.71,87.38
0.0045,0.015,0.135,0.15450000000000003,1604971622,2.91,9.71,87.38
0.015,0.05,0.45,0.515,1604972266,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1604973539,2.91,9.71,87.38
0.0084,0.028,0.252,0.28840000000000005,1605027214,2.91,9.71,87.38
0.036,0.12,1.08,1.2360000000000002,1605106355,2.91,9.71,87.38
0.024,0.08,0.72,0.824,1605126822,2.91,9.71,87.38
0.003,0.01,0.09,0.103,1605181227,2.91,9.71,87.38
0.15,0.5,4.5,5.15,1605184546,2.91,9.71,87.38
0.003,0.01,0.09,0.103,1605187497,2.91,9.71,87.38
0.06,0.2,1.8,2.06,1605235621,2.91,9.71,87.38
0.1485,0.495,4.455,5.0985000000000005,1605275464,2.91,9.71,87.38
0.0066,0.022,0.198,0.2266,1605278682,2.91,9.71,87.38
0.0048,0.016,0.144,0.1648,1605289044,2.91,9.71,87.38
0.165,0.55,4.95,5.665,1605304066,2.91,9.71,87.38
0.018,0.06,0.54,0.6180000000000001,1605349516,2.91,9.71,87.38
0.021,0.07,0.63,0.7210000000000001,1605362777,2.91,9.71,87.38
0.105,0.35,3.15,3.605,1605369526,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1605395298,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1605439039,2.91,9.71,87.38
0.135,0.45,4.05,4.635,1605452615,2.91,9.71,87.38
0.003,0.01,0.09,0.103,1605522346,2.91,9.71,87.38
0.007281,0.02427,0.21843,0.249981,1605531655,2.91,9.71,87.38
0.100485,0.33495,3.01455,3.449985,1605554308,2.91,9.71,87.38
0.075,0.25,2.25,2.575,1605554581,2.91,9.71,87.38
0.12,0.4,3.6,4.12,1605555941,2.91,9.71,87.38
0.097086,0.32362,2.91258,3.333286,1605557002,2.91,9.71,87.38
0.09,0.3,2.7,3.09,1605586423,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1605594977,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1605650074,2.91,9.71,87.38
0.0970764,0.323588,2.912292,3.3329564,1605656510,2.91,9.71,87.38
0.177,0.59,5.31,6.076999999999999,1605695873,2.91,9.71,87.38
0.0135,0.045,0.405,0.4635,1605706543,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1605726301,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1605778042,2.91,9.71,87.38
0.12,0.4,3.6,4.12,1605796764,2.91,9.71,87.38
0.00975,0.0325,0.2925,0.33475,1605796772,2.91,9.71,87.38
0.00429,0.0143,0.1287,0.14729,1605809333,2.91,9.71,87.38
0.00525,0.0175,0.1575,0.18025000000000002,1605815702,2.91,9.71,87.38
0.01275,0.0425,0.3825,0.43775,1605903069,2.91,9.71,87.38
0.0075,0.025,0.225,0.2575,1605951396,2.91,9.71,87.38
0.012,0.04,0.36,0.412,1605951806,2.91,9.71,87.38
0.1125,0.375,3.375,3.8625,1605962800,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1605967601,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1605971635,2.91,9.71,87.38
0.0699,0.233,2.097,2.3999,1605974395,2.91,9.71,87.38
0.0165,0.055,0.495,0.5665,1606002448,2.91,9.71,87.38
0.005796,0.01932,0.17388,0.198996,1606002862,2.91,9.71,87.38
0.0036,0.012,0.108,0.1236,1606012706,2.91,9.71,87.38
0.072816,0.24272,2.18448,2.500016,1606100251,2.91,9.71,87.38
0.306,1.02,9.18,10.505999999999998,1606102437,2.91,9.71,87.38
0.003,0.01,0.09,0.103,1606157224,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1606291904,2.91,9.71,87.38
0.012,0.04,0.36,0.412,1606428185,2.91,9.71,87.38
0.36,1.2,10.8,12.36,1606631553,2.91,9.71,87.38
0.009,0.03,0.27,0.30900000000000005,1606663700,2.91,9.71,87.38
0.01893203883495147,0.0631067961165049,0.5679611650485441,0.6500000000000005,1606700978,2.91,9.71,87.38
0.0105,0.035,0.315,0.36050000000000004,1606740002,2.91,9.71,87.38
0.003687,0.01229,0.11061,0.126587,1606781616,2.91,9.71,87.38
0.006,0.02,0.18,0.206,1606797070,2.91,9.71,87.38
0.02202,0.0734,0.6606,0.75602,1606820662,2.91,9.71,87.38
0.02934,0.0978,0.8802,1.0073400000000001,1606820674,2.91,9.71,87.38
0.0075,0.025,0.225,0.2575,1606832602,2.91,9.71,87.38
0.00945,0.0315,0.2835,0.32445,1606982589,2.91,9.71,87.38
0.03,0.1,0.9,1.03,1606985122,2.91,9.71,87.38
