galleryFee,artistFee,sale,timestamp,galleryPerc,artistPerc
0.1,0.9,1.0,1586105831,10.0,90.0
0.14,1.26,1.4,1586106342,10.000000000000002,90.0
0.06,0.54,0.6000000000000001,1586113395,9.999999999999998,89.99999999999999
0.06,0.54,0.6000000000000001,1586113574,9.999999999999998,89.99999999999999
0.12,1.08,1.2000000000000002,1586115499,9.999999999999998,89.99999999999999
0.23,2.07,2.3,1586116339,10.0,90.0
0.08,0.72,0.7999999999999999,1586117485,10.0,90.00000000000001
0.1,0.9,1.0,1586117615,10.0,90.0
0.1,0.9,1.0,1586118725,10.0,90.0
0.125,1.125,1.25,1586118753,10.0,90.0
0.15,1.35,1.5,1586120501,10.0,90.0
0.2,1.8,2.0,1586120562,10.0,90.0
0.22,1.98,2.2,1586122256,10.0,89.99999999999999
0.87,7.83,8.7,1586122922,10.0,90.00000000000001
0.1,0.9,1.0,1587222824,10.0,90.0
0.1,0.9,1.0,1587222824,10.0,90.0
0.1,0.9,1.0,1587223829,10.0,90.0
0.1,0.9,1.0,1587223866,10.0,90.0
0.1,0.9,1.0,1587223866,10.0,90.0
0.1,0.9,1.0,1587223886,10.0,90.0
0.1,0.9,1.0,1587223888,10.0,90.0
0.1,0.9,1.0,1587225586,10.0,90.0
0.1,0.9,1.0,1587225589,10.0,90.0
0.1,0.9,1.0,1587225783,10.0,90.0
0.3,2.7,3.0,1587225839,10.0,90.0
0.3,2.7,3.0,1587227176,10.0,90.0
0.3,2.7,3.0,1587227176,10.0,90.0
1.75,15.75,17.5,1587227742,10.0,90.0
0.2,1.8,2.0,1587227881,10.0,90.0
0.2,1.8,2.0,1587232451,10.0,90.0
0.1,0.9,1.0,1587238978,10.0,90.0
0.06,0.54,0.6000000000000001,1587315992,9.999999999999998,89.99999999999999
0.15,1.35,1.5,1587316753,10.0,90.0
0.19,1.71,1.9,1587318492,10.0,90.0
0.27,2.43,2.7,1587321633,10.0,90.0
0.13,1.17,1.2999999999999998,1587322645,10.000000000000002,90.00000000000001
0.4,3.6,4.0,1587324359,10.0,90.0
1.5,13.5,15.0,1587325725,10.0,90.0
2.0,18.0,20.0,1587328688,10.0,90.0
0.09,0.81,0.9,1588295000,10.0,90.0
0.22,1.98,2.2,1589132343,10.0,89.99999999999999
0.85,7.65,8.5,1589134406,10.0,90.0
0.1,0.9,1.0,1589135982,10.0,90.0
0.15,1.35,1.5,1589137258,10.0,90.0
0.2,1.8,2.0,1589139054,10.0,90.0
0.6,5.4,6.0,1589141124,10.0,90.0
0.15,1.35,1.5,1590698524,10.0,90.0
0.033,0.297,0.32999999999999996,1590777329,10.000000000000002,90.00000000000001
0.8,7.2,8.0,1590781806,10.0,90.0
0.225,2.025,2.25,1590783212,10.0,90.0
0.2,1.8,2.0,1590784244,10.0,90.0
0.075,0.675,0.75,1590789739,10.0,90.0
0.025,0.225,0.25,1590791489,10.0,90.0
0.07,0.63,0.7,1590793288,10.000000000000002,90.0
0.1,0.9,1.0,1590863597,10.0,90.0
0.24,2.16,2.4000000000000004,1590867507,9.999999999999998,89.99999999999999
0.3,2.7,3.0,1590868873,10.0,90.0
0.6,5.4,6.0,1590870870,10.0,90.0
0.05,0.45,0.5,1590872450,10.0,90.0
0.02,0.18,0.19999999999999998,1590877877,10.0,90.00000000000001
0.1,0.9,1.0,1590948207,10.0,90.0
0.45,4.05,4.5,1590949874,10.0,90.0
0.405,3.645,4.05,1590952566,10.0,90.0
0.32,2.88,3.1999999999999997,1590953442,10.0,90.00000000000001
0.6,5.4,6.0,1590955244,10.0,90.0
0.15,1.35,1.5,1590957034,10.0,90.0
0.45,4.05,4.5,1590959191,10.0,90.0
2.6,23.4,26.0,1590961478,10.0,90.0
0.1,0.9,1.0,1591629029,10.0,90.0
0.515,4.635,5.1499999999999995,1591915427,10.000000000000002,90.00000000000001
0.7,6.3,7.0,1592078397,10.0,90.0
0.05,0.45,0.5,1592085212,10.0,90.0
0.05,0.45,0.5,1592085222,10.0,90.0
0.05,0.45,0.5,1592085229,10.0,90.0
0.4,3.6,4.0,1592350888,10.0,90.0
0.3,2.7,3.0,1592350947,10.0,90.0
0.42,3.78,4.2,1593196327,10.0,90.0
0.1,0.9,1.0,1593199928,10.0,90.0
0.1,0.9,1.0,1593199982,10.0,90.0
0.3,2.7,3.0,1593284871,10.0,90.0
0.12,1.08,1.2000000000000002,1593286351,9.999999999999998,89.99999999999999
0.1,0.9,1.0,1593286351,10.0,90.0
0.18,1.62,1.8,1593286351,10.0,90.0
0.18,1.62,1.8,1593286516,10.0,90.0
0.05,0.45,0.5,1593300663,10.0,90.0
0.12,1.08,1.2000000000000002,1593369662,9.999999999999998,89.99999999999999
0.025,0.225,0.25,1593369662,10.0,90.0
0.025,0.225,0.25,1593369680,10.0,90.0
0.11,0.99,1.1,1593370826,10.0,89.99999999999999
0.415,3.735,4.1499999999999995,1593375627,10.000000000000002,90.00000000000001
0.42,3.78,4.2,1593376709,10.0,90.0
0.72,6.48,7.2,1593379890,10.0,90.0
0.27,2.43,2.7,1593380784,10.0,90.0
0.1,0.9,1.0,1593409657,10.0,90.0
0.012,0.108,0.12,1594242350,10.0,90.00000000000001
0.05,0.45,0.5,1594260118,10.0,90.0
0.05,0.45,0.5,1594260118,10.0,90.0
0.05,0.45,0.5,1594260118,10.0,90.0
1.01,9.09,10.1,1594281377,10.0,90.0
0.2,1.8,2.0,1594588774,10.0,90.0
0.2,1.8,2.0,1594588774,10.0,90.0
0.2,1.8,2.0,1594588813,10.0,90.0
0.2,1.8,2.0,1594588883,10.0,90.0
0.2,1.8,2.0,1594588889,10.0,90.0
1.01,9.09,10.1,1594594853,10.0,90.0
0.3,2.7,3.0,1594713078,10.0,90.0
0.1,0.9,1.0,1594713078,10.0,90.0
0.1,0.9,1.0,1594713078,10.0,90.0
0.1,0.9,1.0,1594713091,10.0,90.0
0.1,0.9,1.0,1594713091,10.0,90.0
0.1,0.9,1.0,1594713125,10.0,90.0
0.1,0.9,1.0,1594713125,10.0,90.0
0.3,2.7,3.0,1594713136,10.0,90.0
0.3,2.7,3.0,1594713136,10.0,90.0
0.25,2.25,2.5,1594995607,10.0,90.0
0.125,1.125,1.25,1594995607,10.0,90.0
0.125,1.125,1.25,1594995659,10.0,90.0
0.125,1.125,1.25,1594995802,10.0,90.0
0.5,4.5,5.0,1595182318,10.0,90.0
0.04,0.36,0.39999999999999997,1595608939,10.0,90.00000000000001
0.02,0.18,0.19999999999999998,1595613656,10.0,90.00000000000001
0.05,0.45,0.5,1595613835,10.0,90.0
0.1,0.9,1.0,1595615895,10.0,90.0
0.1,0.9,1.0,1595617315,10.0,90.0
0.3,2.7,3.0,1595619185,10.0,90.0
0.1,0.9,1.0,1595621172,10.0,90.0
0.1,0.9,1.0,1595622655,10.0,90.0
0.1,0.9,1.0,1595624506,10.0,90.0
0.015,0.135,0.15000000000000002,1595696559,9.999999999999998,89.99999999999999
9.7,87.3,97.0,1595697170,9.999999999999998,90.0
0.015,0.135,0.15000000000000002,1595698319,9.999999999999998,89.99999999999999
0.3,2.7,3.0,1595700621,10.0,90.0
0.175,1.575,1.75,1595701910,10.0,90.0
0.92,8.28,9.2,1595703900,10.0,90.0
0.65,5.85,6.5,1595705521,10.0,90.0
1.1,9.9,11.0,1595709035,10.000000000000002,90.0
0.3,2.7,3.0,1595711808,10.0,90.0
0.025,0.225,0.25,1595783258,10.0,90.0
0.065,0.585,0.6499999999999999,1595786448,10.000000000000002,90.00000000000001
0.03,0.27,0.30000000000000004,1595788204,9.999999999999998,89.99999999999999
0.05,0.45,0.5,1595790198,10.0,90.0
0.125,1.125,1.25,1595791806,10.0,90.0
0.15,1.35,1.5,1595793659,10.0,90.0
0.5,4.5,5.0,1595795430,10.0,90.0
0.1,0.9,1.0,1595799047,10.0,90.0
0.06,0.54,0.6000000000000001,1595809984,9.999999999999998,89.99999999999999
0.05,0.45,0.5,1595820828,10.0,90.0
0.03,0.27,0.30000000000000004,1595820947,9.999999999999998,89.99999999999999
0.1,0.9,1.0,1595821019,10.0,90.0
0.025,0.225,0.25,1595821085,10.0,90.0
0.05,0.45,0.5,1595821141,10.0,90.0
0.1,0.9,1.0,1595821199,10.0,90.0
0.03,0.27,0.30000000000000004,1595821259,9.999999999999998,89.99999999999999
0.06,0.54,0.6000000000000001,1597478429,9.999999999999998,89.99999999999999
0.2,1.8,2.0,1602148880,10.0,90.0
0.3,2.7,3.0,1596422028,10.0,90.0
0.05,0.45,0.5,1596422111,10.0,90.0
0.2,1.8,2.0,1596573075,10.0,90.0
0.5,4.5,5.0,1596575633,10.0,90.0
0.05,0.45,0.5,1596582958,10.0,90.0
0.05,0.45,0.5,1596586690,10.0,90.0
0.05,0.45,0.5,1596588254,10.0,90.0
0.06,0.54,0.6000000000000001,1596588275,9.999999999999998,89.99999999999999
0.06,0.54,0.6000000000000001,1596588313,9.999999999999998,89.99999999999999
0.06,0.54,0.6000000000000001,1596593017,9.999999999999998,89.99999999999999
0.06,0.54,0.6000000000000001,1596593068,9.999999999999998,89.99999999999999
0.12,1.08,1.2000000000000002,1596630852,9.999999999999998,89.99999999999999
0.05,0.45,0.5,1596878228,10.0,90.0
0.51,4.59,5.1,1597050036,10.0,90.0
0.158,1.422,1.5799999999999998,1597078401,10.000000000000002,90.0
0.155,1.395,1.55,1597090771,10.0,90.0
0.13,1.17,1.2999999999999998,1597091261,10.000000000000002,90.00000000000001
0.13,1.17,1.2999999999999998,1597091275,10.000000000000002,90.00000000000001
0.155,1.395,1.55,1597093641,10.0,90.0
0.157,1.413,1.57,1597097848,10.0,90.0
0.13,1.17,1.2999999999999998,1597097848,10.000000000000002,90.00000000000001
0.152,1.368,1.52,1597097851,10.0,90.0
0.13,1.17,1.2999999999999998,1597097851,10.000000000000002,90.00000000000001
0.125,1.125,1.25,1597097851,10.0,90.0
0.155,1.395,1.55,1597100288,10.0,90.0
0.1,0.9,1.0,1597101278,10.0,90.0
0.15,1.35,1.5,1597101871,10.0,90.0
0.15,1.35,1.5,1597101871,10.0,90.0
0.13,1.17,1.2999999999999998,1597102407,10.000000000000002,90.00000000000001
0.155,1.395,1.55,1597102413,10.0,90.0
0.13,1.17,1.2999999999999998,1597102463,10.000000000000002,90.00000000000001
0.157,1.413,1.57,1597102463,10.0,90.0
0.155,1.395,1.55,1597116044,10.0,90.0
0.13,1.17,1.2999999999999998,1597116044,10.000000000000002,90.00000000000001
0.7,6.3,7.0,1597430182,10.0,90.0
3.5,31.5,35.0,1597513975,10.0,90.0
1.0,9.0,10.0,1597514710,10.0,90.0
0.35,3.15,3.5,1597515039,10.0,90.0
0.175,1.575,1.75,1597516285,10.0,90.0
0.25,2.25,2.5,1597516335,10.0,90.0
0.4,3.6,4.0,1597518003,10.0,90.0
0.3,2.7,3.0,1597518064,10.0,90.0
0.5,4.5,5.0,1597519867,10.0,90.0
0.3,2.7,3.0,1597520246,10.0,90.0
0.2,1.8,2.0,1597521636,10.0,90.0
0.045,0.405,0.45,1597521636,10.0,90.0
0.24,2.16,2.4000000000000004,1597521664,9.999999999999998,89.99999999999999
0.025,0.225,0.25,1597521674,10.0,90.0
0.025,0.225,0.25,1597521674,10.0,90.0
0.025,0.225,0.25,1597521690,10.0,90.0
0.025,0.225,0.25,1597523488,10.0,90.0
0.03,0.27,0.30000000000000004,1597523488,9.999999999999998,89.99999999999999
0.05,0.45,0.5,1597523509,10.0,90.0
0.025,0.225,0.25,1597523509,10.0,90.0
0.025,0.225,0.25,1597523509,10.0,90.0
0.025,0.225,0.25,1597523509,10.0,90.0
0.025,0.225,0.25,1597523509,10.0,90.0
0.025,0.225,0.25,1597523575,10.0,90.0
0.025,0.225,0.25,1597523575,10.0,90.0
0.025,0.225,0.25,1597523575,10.0,90.0
0.025,0.225,0.25,1597523593,10.0,90.0
0.025,0.225,0.25,1597523624,10.0,90.0
0.025,0.225,0.25,1597523636,10.0,90.0
0.025,0.225,0.25,1597525218,10.0,90.0
0.025,0.225,0.25,1597525218,10.0,90.0
0.025,0.225,0.25,1597525234,10.0,90.0
0.025,0.225,0.25,1597525234,10.0,90.0
0.025,0.225,0.25,1597525843,10.0,90.0
0.026,0.234,0.26,1597546985,10.0,90.0
0.05,0.45,0.5,1597547102,10.0,90.0
0.025,0.225,0.25,1597547102,10.0,90.0
0.026,0.234,0.26,1597547118,10.0,90.0
0.026,0.234,0.26,1597549537,10.0,90.0
0.035,0.315,0.35,1597595481,10.000000000000002,90.0
0.1,0.9,1.0,1597599273,10.0,90.0
0.125,1.125,1.25,1597599336,10.0,90.0
0.05,0.45,0.5,1597600802,10.0,90.0
0.05,0.45,0.5,1597600802,10.0,90.0
0.1,0.9,1.0,1597602563,10.0,90.0
0.1,0.9,1.0,1597604180,10.0,90.0
0.15,1.35,1.5,1597604458,10.0,90.0
0.152,1.368,1.52,1597604465,10.0,90.0
0.154,1.386,1.5399999999999998,1597604482,10.000000000000002,90.00000000000001
0.15,1.35,1.5,1597606263,10.0,90.0
0.155,1.395,1.55,1597606263,10.0,90.0
0.152,1.368,1.52,1597606299,10.0,90.0
0.23,2.07,2.3,1597608038,10.0,90.0
0.225,2.025,2.25,1597608097,10.0,90.0
0.225,2.025,2.25,1597608097,10.0,90.0
0.225,2.025,2.25,1597608097,10.0,90.0
0.225,2.025,2.25,1597608329,10.0,90.0
0.3,2.7,3.0,1597609894,10.0,90.0
0.3,2.7,3.0,1597609894,10.0,90.0
3.2,28.8,32.0,1597612353,10.0,90.0
0.04,0.36,0.39999999999999997,1597613927,10.0,90.00000000000001
0.1,0.9,1.0,1597615264,10.0,90.0
0.1,0.9,1.0,1597615271,10.0,90.0
0.1,0.9,1.0,1597616455,10.0,90.0
0.03,0.27,0.30000000000000004,1597617212,9.999999999999998,89.99999999999999
0.04,0.36,0.39999999999999997,1597617276,10.0,90.00000000000001
0.04,0.36,0.39999999999999997,1597617535,10.0,90.00000000000001
0.75,6.75,7.5,1597618834,10.0,90.0
0.05,0.45,0.5,1597653261,10.0,90.0
0.4,3.6,4.0,1598342359,10.0,90.0
0.12,1.08,1.2,1598721581,10.0,90.0
0.6,5.4,6.0,1598818161,10.0,90.0
0.2,1.8,2.0,1598905155,10.0,90.0
1.5,13.5,15.0,1598982990,10.0,90.0
0.7,6.3,7.0,1599159610,10.0,90.0
0.06,0.54,0.6000000000000001,1599159685,9.999999999999998,89.99999999999999
0.06,0.54,0.6000000000000001,1599161417,9.999999999999998,89.99999999999999
0.121,1.089,1.21,1599258119,10.0,90.0
0.05,0.45,0.5,1599333991,10.0,90.0
0.05,0.45,0.5,1599378275,10.0,90.0
0.05,0.45,0.5,1599380425,10.0,90.0
0.05,0.45,0.5,1599381557,10.0,90.0
0.05,0.45,0.5,1599463367,10.0,90.0
0.06,0.54,0.6000000000000001,1599580912,9.999999999999998,89.99999999999999
0.063,0.567,0.6299999999999999,1599584672,10.000000000000002,90.00000000000001
0.05,0.45,0.5,1599591052,10.0,90.0
0.05,0.45,0.5,1599591052,10.0,90.0
0.06,0.54,0.6,1599593096,10.0,90.0
0.075,0.675,0.75,1599620727,10.0,90.0
0.12,1.08,1.2,1599672451,10.0,90.0
0.3,2.7,3.0,1599673800,10.0,90.0
0.05,0.45,0.5,1599677379,10.0,90.0
0.02,0.18,0.19999999999999998,1599684892,10.0,90.00000000000001
0.06,0.54,0.6000000000000001,1599685133,9.999999999999998,89.99999999999999
0.06,0.54,0.6000000000000001,1599685133,9.999999999999998,89.99999999999999
0.06,0.54,0.6000000000000001,1599685772,9.999999999999998,89.99999999999999
0.3,2.7,3.0,1599818417,10.0,90.0
0.05,0.45,0.5,1600149512,10.0,90.0
0.05,0.45,0.5,1600149559,10.0,90.0
0.03,0.27,0.30000000000000004,1600197988,9.999999999999998,89.99999999999999
0.05,0.45,0.5,1600199139,10.0,90.0
0.05,0.45,0.5,1600235351,10.0,90.0
26.2,235.8,262.0,1600405199,10.0,90.0
0.375,3.375,3.75,1600447790,10.0,90.0
0.05,0.45,0.5,1600537810,10.0,90.0
0.025,0.225,0.25,1600539374,10.0,90.0
0.025,0.225,0.25,1600540304,10.0,90.0
0.05,0.45,0.5,1600541237,10.0,90.0
0.55,4.95,5.5,1600542181,10.000000000000002,90.0
3.0,27.0,30.0,1600557271,10.0,90.0
0.05,0.45,0.5,1600573165,10.0,90.0
0.025,0.225,0.25,1600620580,10.0,90.0
0.025,0.225,0.25,1600621257,10.0,90.0
0.025,0.225,0.25,1600621963,10.0,90.0
0.025,0.225,0.25,1600622328,10.0,90.0
0.06,0.54,0.6000000000000001,1600718063,9.999999999999998,89.99999999999999
0.2,1.8,2.0,1600766750,10.0,90.0
0.4,3.6,4.0,1600784951,10.0,90.0
0.3,2.7,3.0,1600787607,10.0,90.0
0.5,4.5,5.0,1600811421,10.0,90.0
0.1,0.9,1.0,1600896524,10.0,90.0
0.4,3.6,4.0,1600981854,10.0,90.0
0.1,0.9,1.0,1601156630,10.0,90.0
0.4,3.6,4.0,1601446677,10.0,90.0
0.5,4.5,5.0,1601516905,10.0,90.0
0.5,4.5,5.0,1601762492,10.0,90.0
0.05,0.45,0.5,1601972429,10.0,90.0
0.1,0.9,1.0,1602183486,10.0,90.0
0.1,0.9,1.0,1602183492,10.0,90.0
0.1,0.9,1.0,1602183507,10.0,90.0
0.1,0.9,1.0,1602183542,10.0,90.0
0.1,0.9,1.0,1602183664,10.0,90.0
0.5,4.5,5.0,1602272381,10.0,90.0
0.2,1.8,2.0,1602272580,10.0,90.0
0.2,1.8,2.0,1602272673,10.0,90.0
0.2,1.8,2.0,1602272742,10.0,90.0
0.2,1.8,2.0,1602386306,10.0,90.0
0.8,7.2,8.0,1602478954,10.0,90.0
0.5,4.5,5.0,1602513931,10.0,90.0
0.1,0.9,1.0,1602523776,10.0,90.0
0.02,0.18,0.2,1602532990,10.0,90.0
0.02,0.18,0.19999999999999998,1602540718,10.0,90.00000000000001
0.45,4.05,4.5,1602564144,10.0,90.0
0.05,0.45,0.5,1602571912,10.0,90.0
0.05,0.45,0.5,1602571952,10.0,90.0
0.02,0.18,0.19999999999999998,1602581209,10.0,90.00000000000001
0.011,0.099,0.11,1602581209,9.999999999999998,90.0
0.02,0.18,0.19999999999999998,1602581209,10.0,90.00000000000001
0.011,0.099,0.11,1602581209,9.999999999999998,90.0
0.011,0.099,0.11,1602581209,9.999999999999998,90.0
0.011,0.099,0.11,1602581209,9.999999999999998,90.0
0.5,4.5,5.0,1602585918,10.0,90.0
0.01,0.09,0.09999999999999999,1602590761,10.0,90.00000000000001
0.011,0.099,0.11,1602609008,9.999999999999998,90.0
0.013,0.117,0.13,1602609018,10.0,90.0
0.012,0.108,0.12,1602609018,10.0,90.00000000000001
0.011,0.099,0.11,1602609096,9.999999999999998,90.0
0.01,0.09,0.09999999999999999,1602609287,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602609295,10.0,90.00000000000001
0.012,0.108,0.12,1602609295,10.0,90.00000000000001
0.012,0.108,0.12,1602609295,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602619171,10.0,90.00000000000001
3.2,28.8,32.0,1602629358,10.0,90.0
0.02,0.18,0.19999999999999998,1602633204,10.0,90.00000000000001
0.015,0.135,0.15000000000000002,1602633234,9.999999999999998,89.99999999999999
0.01,0.09,0.09999999999999999,1602633255,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602633255,10.0,90.00000000000001
0.012,0.108,0.12,1602661011,10.0,90.00000000000001
0.015,0.135,0.15000000000000002,1602661011,9.999999999999998,89.99999999999999
0.011,0.099,0.11,1602661011,9.999999999999998,90.0
0.3,2.7,3.0,1602663991,10.0,90.0
0.05,0.45,0.5,1602665923,10.0,90.0
0.05,0.45,0.5,1602665947,10.0,90.0
0.01,0.09,0.09999999999999999,1602696921,10.0,90.00000000000001
0.011,0.099,0.11,1602702420,9.999999999999998,90.0
0.01,0.09,0.09999999999999999,1602702420,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602710974,10.0,90.00000000000001
0.011,0.099,0.11,1602758453,9.999999999999998,90.0
0.011,0.099,0.11,1602758453,9.999999999999998,90.0
0.01,0.09,0.09999999999999999,1602758453,10.0,90.00000000000001
0.012,0.108,0.12,1602758453,10.0,90.00000000000001
0.012,0.108,0.12,1602758453,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602758453,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602758453,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602758453,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602758453,10.0,90.00000000000001
0.1,0.9,1.0,1602774166,10.0,90.0
0.1,0.9,1.0,1602774166,10.0,90.0
0.02,0.18,0.19999999999999998,1602781327,10.0,90.00000000000001
0.012,0.108,0.12,1602781394,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602783406,10.0,90.00000000000001
0.012,0.108,0.12,1602788274,10.0,90.00000000000001
0.011,0.099,0.11,1602788274,9.999999999999998,90.0
0.011,0.099,0.11,1602788322,9.999999999999998,90.0
0.011,0.099,0.11,1602788567,9.999999999999998,90.0
0.1,0.9,1.0,1602791553,10.0,90.0
0.1,0.9,1.0,1602791629,10.0,90.0
0.1,0.9,1.0,1602791654,10.0,90.0
0.01,0.09,0.09999999999999999,1602830487,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602830737,10.0,90.00000000000001
0.011,0.099,0.11,1602830980,9.999999999999998,90.0
0.01,0.09,0.09999999999999999,1602835979,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602844616,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602852917,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602853016,10.0,90.00000000000001
0.011,0.099,0.11,1602863342,9.999999999999998,90.0
0.01,0.09,0.09999999999999999,1602869123,10.0,90.00000000000001
0.01,0.09,0.09999999999999999,1602869137,10.0,90.00000000000001
0.04,0.36,0.39999999999999997,1602869723,10.0,90.00000000000001
0.05,0.45,0.5,1602883440,10.0,90.0
0.05,0.45,0.5,1602883451,10.0,90.0
0.05,0.45,0.5,1602932302,10.0,90.0
0.05,0.45,0.5,1602932377,10.0,90.0
0.05,0.45,0.5,1602932416,10.0,90.0
