galleryFee,artistFee,sale,timestamp,galleryPerc,artistPerc
0.0165,0.0935,0.11,1601522467,15.0,85.0
0.3525,1.9975,2.35,1601341804,15.0,85.0
0.02625,0.14875,0.175,1601372481,15.0,85.0
0.0375,0.2125,0.25,1601407247,15.0,85.0
0.3,1.7,2.0,1601428040,15.0,85.0
0.3,1.7,2.0,1601428095,15.0,85.0
0.15,1.05,1.2,1614731374,12.5,87.5
0.75,4.25,5.0,1601443953,15.0,85.0
0.93,5.27,6.2,1601443953,15.0,85.0
0.0165,0.0935,0.11,1601523709,15.0,85.0
0.2175,1.2325,1.45,1601461721,15.0,85.0
0.01125,0.07875,0.09,1601514397,12.5,87.5
0.0125,0.0875,0.1,1601520074,12.5,87.5
0.15,0.85,1.0,1601700759,15.0,85.0
0.3,1.7,2.0,1601656806,15.0,85.0
0.00625,0.04375,0.05,1601566243,12.5,87.5
0.1125,0.6375,0.75,1601568535,15.0,85.0
0.15,0.85,1.0,1601568564,15.0,85.0
0.23125,1.61875,1.85,1613891123,12.5,87.5
0.04375,0.30625,0.35,1615982605,12.5,87.5
0.408,2.312,2.72,1601668837,15.0,85.0
0.3225,1.8275,2.15,1601688788,15.0,85.0
0.26847965,1.52139035,1.78987,1601688834,15.0,85.0
0.3,1.7,2.0,1601688834,15.0,85.0
0.75,4.25,5.0,1601713804,15.0,85.0
0.45,2.55,3.0,1601714209,15.0,85.0
0.12,0.68,0.8,1601809533,15.0,85.0
0.3525,1.9975,2.35,1601736397,15.0,85.0
0.009,0.051,0.06,1601762103,15.0,85.0
0.25,1.75,2.0,1601765675,12.5,87.5
0.0165,0.0935,0.11,1601832174,15.0,85.0
0.0225,0.1275,0.15,1601875071,15.0,85.0
0.0225,0.1275,0.15,1601867969,15.0,85.0
0.37375,2.61625,2.99,1601870971,12.5,87.5
0.3225,1.8275,2.15,1602007659,15.0,85.0
0.4995,2.8305,3.33,1601961402,15.0,85.0
0.009,0.051,0.06,1602017909,15.0,85.0
0.7125,4.0375,4.75,1602068428,15.0,85.0
0.555,3.145,3.7,1602185826,15.0,85.0
1.125,6.375,7.5,1602038297,15.0,85.0
1.2,6.8,8.0,1602055775,15.0,85.0
0.0225,0.1275,0.15,1602063890,15.0,85.0
0.00675,0.03825,0.045,1602101541,15.0,85.0
0.0525,0.2975,0.35,1602250701,15.0,85.0
0.0075,0.0525,0.06,1602120754,12.5,87.5
0.15,0.85,1.0,1602127641,15.0,85.0
0.0075,0.0425,0.05,1602140948,15.0,85.0
0.0075,0.0425,0.05,1602141461,15.0,85.0
0.0825,0.4675,0.55,1602154596,15.0,85.0
0.14985,0.84915,0.999,1602156744,15.0,85.0
0.09,0.51,0.6,1602177204,15.0,85.0
0.225,1.275,1.5,1602193887,15.0,85.0
0.015,0.085,0.1,1602194956,15.0,85.0
0.075,0.425,0.5,1602200908,15.0,85.0
1.35,7.65,9.0,1602459675,15.0,85.0
0.01875,0.13125,0.15,1602240771,12.5,87.5
0.45,2.55,3.0,1602250586,15.0,85.0
0.250003305,1.416666695,1.66667,1602251544,15.0,85.0
0.025,0.175,0.2,1602284073,12.5,87.5
0.6,3.4,4.0,1602723771,15.0,85.0
0.0495,0.2805,0.33,1602269084,15.0,85.0
0.05375,0.37625,0.43,1615927631,12.5,87.5
0.015,0.085,0.1,1602316215,15.0,85.0
0.012,0.068,0.08,1602282721,15.0,85.0
0.045,0.255,0.3,1602454244,15.0,85.0
0.3375,1.9125,2.25,1602459675,15.0,85.0
0.375,2.125,2.5,1602459675,15.0,85.0
0.57,3.23,3.8,1602368832,15.0,85.0
0.12,0.68,0.8,1602381006,15.0,85.0
0.075,0.425,0.5,1602384176,15.0,85.0
0.9,5.1,6.0,1602454963,15.0,85.0
1.35,7.65,9.0,1602479228,15.0,85.0
0.1125,0.6375,0.75,1602402952,15.0,85.0
0.3,1.7,2.0,1602518519,15.0,85.0
0.0225,0.1275,0.15,1602429492,15.0,85.0
0.195,1.105,1.3,1602529627,15.0,85.0
0.075,0.425,0.5,1607198813,15.0,85.0
0.0495,0.2805,0.33,1602517383,15.0,85.0
0.0105,0.0595,0.07,1602457937,15.0,85.0
0.45,2.55,3.0,1602470972,15.0,85.0
1.125,6.375,7.5,1602529627,15.0,85.0
0.045,0.255,0.3,1602543469,15.0,85.0
0.9,5.1,6.0,1602568899,15.0,85.0
0.33,1.87,2.2,1602576454,15.0,85.0
0.375,2.125,2.5,1602611372,15.0,85.0
0.0825,0.4675,0.55,1602875094,15.0,85.0
0.525,2.975,3.5,1602657184,15.0,85.0
0.225,1.275,1.5,1602680368,15.0,85.0
0.074985,0.424915,0.4999,1602688816,15.0,85.0
0.45,2.55,3.0,1602690994,15.0,85.0
0.15,0.85,1.0,1602695947,15.0,85.0
0.042,0.238,0.28,1602848224,15.0,85.0
0.0165,0.0935,0.11,1602861308,15.0,85.0
0.15,0.85,1.0,1602874893,15.0,85.0
0.9,5.1,6.0,1602875589,15.0,85.0
0.0625,0.4375,0.5,1609634967,12.5,87.5
0.0375,0.2125,0.25,1602890873,15.0,85.0
0.45,2.55,3.0,1602902149,15.0,85.0
0.45,2.55,3.0,1602905362,15.0,85.0
0.0225,0.1275,0.15,1603830818,15.0,85.0
0.025,0.175,0.2,1602944721,12.5,87.5
0.0165,0.0935,0.11,1603206223,15.0,85.0
0.15,0.85,1.0,1602961674,15.0,85.0
0.09,0.51,0.6,1602975004,15.0,85.0
0.0625,0.4375,0.5,1615580410,12.5,87.5
0.00625,0.04375,0.05,1606513743,12.5,87.5
0.0525,0.2975,0.35,1603091002,15.0,85.0
0.2325,1.3175,1.55,1603122769,15.0,85.0
0.48,2.72,3.2,1603117753,15.0,85.0
